Passenger_Count,Start_Lon,Start_Lat,End_Lon,End_Lat
6,-73.95368,40.7907,-73.95898,40.780693
6,-74.000233,40.728642,-73.995107,40.739517
6,-73.981443,40.78065,-73.970005,40.788718
6,-73.958347,40.769008,-73.9733,40.743758
6,-73.982572,40.748513,-73.979033,40.752797
6,-73.970528,40.758217,-73.975128,40.752383
6,-73.976967,40.755493,-73.976967,40.755493
6,-73.977943,40.783263,-73.970652,40.793522
6,-73.975248,40.765212,-73.973253,40.75829
6,-73.982135,40.76179,-73.97493,40.756573
6,-73.95338,40.779812,-73.973007,40.79078
6,-73.96333,40.803685,-73.942003,40.829232
6,-73.98886,40.695038,-73.98886,40.695038
6,-73.977298,40.754203,-73.955083,40.786595
6,-73.959808,40.762227,-73.954297,40.763923
6,-73.945985,40.74582,-73.95326,40.745313
6,-73.969453,40.755638,-73.982732,40.755242
6,-73.982007,40.752372,-73.98226,40.759428
6,-73.923477,40.74392,-73.958045,40.769533
6,-73.982955,40.75655,-73.985487,40.723353
6,-73.98457,40.764725,-73.975528,40.780397
6,-74.00076,40.718488,-73.997562,40.732798
6,-73.978948,40.762347,-73.995022,40.739887
6,-73.962225,40.778933,-73.965345,40.771858
6,-73.955667,40.772595,-73.966713,40.757452
6,-73.970332,40.757948,-73.958893,40.781783
6,-73.964175,40.77198,-73.968612,40.76128
6,-73.893752,40.767702,-73.897132,40.766257
6,-73.953565,40.78215,-73.98608,40.743493
6,-73.942688,40.789858,-73.973912,40.763997
6,-73.981967,40.753125,-73.988792,40.750833
6,-73.990852,40.76602,-73.98387,40.780648
6,-74.00396,40.722273,-73.994097,40.724613
6,-73.9906,40.73662,-73.9884,40.725822
6,-74.001558,40.722272,-73.985817,40.735108
6,-73.974157,40.75716,-73.986068,40.743283
6,-73.96772,40.762678,-73.985948,40.752067
6,-73.972617,40.75362,-73.97642,40.756945
6,-73.972493,40.791275,-73.97304,40.787748
6,-73.98334,40.729188,-73.989163,40.730965
6,-73.989053,40.721565,-74.007515,40.74085
6,-73.994038,40.751395,-73.97942,40.788393
6,-73.991987,40.7294,-73.95094,40.70687
6,-73.98881,40.72153,-73.977742,40.745475
6,-74.007667,40.742867,-73.985043,40.739692
6,-73.996757,40.737075,-73.983018,40.726722
6,-73.96454,40.760048,-73.9547,40.734392
6,-73.993417,40.751878,-74.015557,40.630338
6,-73.98059,40.730542,-73.994608,40.738203
6,-73.984413,40.748365,-73.98768,40.718283
6,-73.99355,40.758825,-73.985362,40.729072
6,-73.956055,40.771003,-73.993668,40.756712
6,-73.874573,40.774133,-73.986373,40.740408
6,-73.983565,40.77099,-74.002868,40.717107
6,-73.996245,40.753332,-73.995792,40.721667
6,-73.942187,40.841208,-73.993785,40.752225
6,-73.985067,40.741357,-73.974452,40.76302
6,-73.9565,40.774125,-74.004033,40.742753
6,-73.992997,40.747712,-73.989717,40.729542
6,-73.991593,40.749793,-73.952225,40.774723
6,-73.983043,40.756605,-73.980042,40.778078
6,-73.978485,40.73657,-74.008053,40.748012
6,-73.979083,40.76277,-73.974815,40.757878
6,-73.979547,40.75672,-73.974053,40.748797
6,-73.952827,40.783257,-73.953992,40.77498
6,-73.992436,40.743813,-73.99336,40.750038
6,-73.97898,40.76331,-73.989967,40.766408
6,-73.986653,40.742793,-73.985257,40.753023
6,-73.955105,40.764817,-73.95542,40.779833
6,-74.005545,40.745637,-74.00283,40.744488
6,-73.978108,40.736212,-73.885773,40.722067
6,-73.969695,40.641007,-73.969695,40.641007
6,-73.994547,40.72834,-73.951023,40.77168
6,-73.974912,40.751352,-74.009268,40.7154
6,-73.990203,40.756392,-73.789735,40.647048
6,-73.956608,40.763368,-73.989875,40.75155
6,-73.894957,40.764325,-73.896973,40.767357
6,-73.98327,40.7671,-73.990462,40.74377
6,-74.005078,40.729358,-74.010262,40.719893
6,-73.986497,40.740313,-73.977065,40.726652
6,-73.983557,40.747717,-73.964282,40.75699
6,-73.98785,40.759835,-73.789872,40.643198
6,-73.964942,40.760033,-73.970662,40.753318
6,-73.99682,40.737535,-73.978225,40.752257
6,-73.964435,40.77601,-74.005368,40.740065
6,-73.9465,40.776662,-73.990108,40.750717
6,-73.978417,40.753695,-73.962793,40.794148
6,-73.977995,40.754288,-73.948735,40.773563
6,-73.997405,40.721405,-73.979447,40.772603
6,-73.870798,40.773692,-73.955792,40.732907
6,-73.995138,40.74964,-73.994963,40.749688
6,-73.9764,40.758843,-73.976407,40.758795
6,-73.956027,40.77195,-74.010698,40.720463
6,-73.988527,40.778808,-73.973482,40.795095
6,-73.95057,40.781667,-73.971858,40.757718
6,-73.9526,40.76839,-74.01162,40.701913
6,-73.98982,40.728425,-73.9847,40.768347
6,-73.871002,40.773833,-73.988713,40.72026
6,-73.974333,40.757398,-73.986775,40.756527
6,-73.785635,40.646335,-73.975745,40.744648
6,-73.966665,40.767362,-73.977067,40.758937
6,-73.988267,40.749917,-73.97971,40.752782
6,-73.983953,40.725338,-73.78989,40.646948
6,-73.908928,40.742107,-74.007408,40.706043
6,-73.99786,40.718248,-73.997842,40.71854
6,-73.78208,40.644772,-73.953112,40.767962
6,-73.964358,40.80739,-74.003173,40.751472
6,-73.950595,40.777382,-73.95119,40.77773
6,-73.994172,40.751202,-73.964593,40.806775
6,-73.976018,40.764632,-73.785932,40.63885
6,-73.872845,40.774188,-73.99414,40.745148
6,-73.970153,40.764777,-73.970365,40.76506
6,-73.953438,40.79094,-73.955942,40.784692
6,-73.980867,40.766132,-73.989943,40.756865
6,-73.935153,40.696887,-73.955495,40.680268
6,-73.932767,40.752952,-73.98266,40.769118
6,-73.948605,40.78205,-73.95316,40.786705
6,-73.972895,40.744142,-73.963745,40.757887
6,-73.966665,40.816898,-73.963945,40.814793
6,-73.9888,40.750353,-74.011687,40.704188
6,-73.964815,40.808402,-73.96427,40.80816
6,-73.979232,40.744095,-73.872698,40.774312
6,-73.990288,40.737368,-73.96035,40.761517
6,-73.863607,40.77002,-73.992243,40.68966
6,-73.997457,40.683845,-74.004482,40.708062
6,-73.98581,40.757432,-74.00447,40.725345
6,-73.981897,40.77292,-73.948558,40.771228
6,-73.957065,40.770732,-73.991447,40.735147
6,-73.987538,40.750225,-73.977673,40.763505
6,-73.972912,40.743553,-73.979317,40.744195
6,-73.95858,40.768975,-73.954388,40.778283
6,-73.980938,40.74699,-73.934987,40.796548
6,-74.00044,40.727247,-74.002395,40.729062
6,-73.995557,40.725048,-73.966845,40.752653
6,-73.975002,40.761055,-73.872918,40.774445
6,-73.974973,40.75637,-73.8725,40.774492
6,-74.005082,40.749047,-73.994768,40.723365
6,-73.981362,40.746578,-73.978402,40.765998
6,-74.001885,40.750972,-74.007915,40.726113
6,-73.975417,40.789538,-73.980543,40.73469
6,-73.983865,40.73091,-73.993808,40.761892
6,-73.977077,40.790127,-73.984213,40.730272
6,-73.985432,40.731842,-74.001682,40.719647
6,-73.98169,40.749603,-73.975107,40.751693
6,-73.972518,40.749322,-73.980752,40.735395
6,-73.964897,40.755668,-73.948028,40.774603
6,-73.975308,40.757187,-73.982228,40.753908
6,-73.961423,40.760343,-73.973492,40.769173
6,-73.991497,40.749523,-73.978582,40.738558
6,-73.94598,40.7806,-73.991635,40.714408
6,-73.96763,40.79262,-73.904942,40.753432
6,-73.956608,40.786797,-73.98125,40.773483
6,-73.92108,40.773218,-73.974905,40.755832
6,-73.983168,40.767508,-74.008443,40.725985
6,-73.974517,40.756805,-73.983478,40.725295
6,-73.886103,40.768887,-73.973383,40.755492
6,-73.966463,40.756122,-73.986675,40.66933
6,-73.987543,40.765238,-74.006142,40.743778
6,-73.977758,40.76682,-73.926248,40.744258
6,-74.008227,40.746363,-74.003618,40.73216
6,-73.978673,40.756475,-74.009795,40.720632
6,-73.983183,40.765668,-73.98225,40.776943
6,-73.986137,40.726315,-73.983635,40.737973
6,-73.944522,40.779467,-73.961952,40.779515
